Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
3系 320Li 2.0T 手自一体 时尚型,LBV3M2102DMC07595,CBM0120A0057,宝马,3系,2012,7,354600,30637,No,2015/6/14,3200,930,219570,245000
C级 C 260 CGI 1.8T 手自一体 优雅型,LE4GF4HB8DL212220,CBZ0218A0039,奔驰,C级,2012,11,353000,59702,No,2015/4/18,54900,640,201860,225000
C级 C 260 CGI 1.8T 手自一体 优雅型,LE4GF4HB6DL224124,CBZ0218A0039,奔驰,C级,2012,11,353000,24222,No,2015/5/26,1900,1560,200040,224000
C级 C 260 CGI 1.8T 手自一体 优雅型,LE4GF4HB6DL224124,CBZ0218A0039,奔驰,C级,2012,11,353000,24549,No,2015/6/6,1150,1720,199880,224000
C级 C 260 CGI 1.8T 手自一体 优雅型,LE4GF4HB9DL260020,CBZ0218A0039,奔驰,C级,2012,11,353000,62031,No,2015/6/22,2200,1420,199280,223000
3系 320i 2.0 手自一体 时尚型,LBVPS5100CSD60821,CBM0120A0047,宝马,3系,2011,11,351000,41878,No,2015/5/10,61850,2620,149480,169000
3系 320i 2.0 手自一体 时尚型,LBVPS5100CSD60821,CBM0120A0047,宝马,3系,2011,11,351000,42435,No,2015/6/11,65750,2620,147680,167000
C级 C 200 CGI 1.8T 手自一体 优雅型,LE4GF4JBXCL183845,CBZ0218A0032,奔驰,C级,2011,7,348000,63475,No,2015/3/2,7600,1180,169820,190000
C级 C 200 CGI 1.8T 手自一体 优雅型,LE4GF4JB5BL139671,CBZ0218A0024,奔驰,C级,2011,7,348000,13458,No,2015/6/17,26487,1080,147420,165000
C级 C 200 K 1.8T 手自一体 标准型,LE4GF4BB1AL105241,CBZ0218A0021,奔驰,C级,2009,1,348000,58737,No,2015/6/21,,1280,138220,155000
帕萨特 帕萨特 2.8 手自一体 V6 标准版,LSVCE29F632276335,CSV0228A0002,大众,帕萨特,2001,12,346000,249856,No,2015/6/28,,15260,4540,22000
3系 320i 2.0 手自一体 时尚型,LBVPS5108BSD52254,CBM0120A0038,宝马,3系,2010,11,345000,92606,No,2015/3/24,,2360,150640,170000
3系 320i 2.0T 手自一体 时尚型,LBV3B1408EMB70758,CBM0120A0090,宝马,3系,2013,10,343000,8129,No,2015/3/21,,0,261000,290000
3系 320i 2.0 手自一体 时尚型,LBVPG96009SC12257,CBM0120A0021,宝马,3系,2009,8,342000,122676,No,2015/7/2,,6980,114520,135000
皇冠 皇冠 2.5 手自一体 Royal 真皮版,LFMBEK4B4D0105788,CFT0925A0090,丰田,皇冠,2012,7,339800,61186,No,2015/6/29,6850,1000,206000,230000
汉兰达 汉兰达 2.7 手自一体 两驱7座至尊版,LVGDA46A9AG062816,CGT0327A0012,丰田,汉兰达,2009,5,338800,100969,No,2015/3/11,,1480,153320,172000
Q3 Q3 2.0TFSI 双离合 35TFSI quattro技术型,LFV3B28U7E3033389,CFA0620D0009,奥迪,Q3,2013,4,333800,3305,No,2015/5/26,,0,241200,268000
Q3 Q3 2.0TFSI 双离合 35TFSI quattro技术型,LFV3B28U7E3033389,CFA0620D0009,奥迪,Q3,2013,4,333800,3618,No,2015/6/23,,0,240300,267000
A4 A4L 2.0TFSI 无级 35TFSI 舒适型,LFV3A28K6D3022111,CFA0420C0074,奥迪,A4,2012,8,329900,14620,No,2015/4/7,,0,225000,250000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K9B3082493,CFA0420C0059,奥迪,A4,2010,9,329900,76977,No,2015/4/28,3100,1200,171600,192000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K7B3020154,CFA0420C0059,奥迪,A4,2010,9,329900,75933,No,2015/6/5,4486,5400,162900,187000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28KXB3004384,CFA0420C0059,奥迪,A4,2010,9,329900,95808,No,2015/6/9,8700,640,167660,187000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K1C3043172,CFA0420C0064,奥迪,A4,2011,8,329900,45636,No,2015/6/13,11128,1280,174220,195000
A4 A4L 2.0TFSI 无级 35TFSI 舒适型,LFV3A28KXC3063954,CFA0420C0070,奥迪,A4,2012,8,329900,61504,No,2015/6/18,3500,1240,223760,250000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K8A3055316,CFA0420C0041,奥迪,A4,2010,9,329900,34141,No,2015/6/18,6850,3080,158920,180000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K1B3035569,CFA0420C0059,奥迪,A4,2010,9,329900,38739,No,2015/6/19,20700,1480,169520,190000
A4 A4L 2.0TFSI 无级 132kw舒适型,LFV3A28K5B3035607,CFA0420C0052,奥迪,A4,2011,8,329900,67902,No,2015/6/22,,960,159240,178000
威霆 威霆 2.5 手自一体 商务版,LB1WA6888C8027326,CFB0125A0014,奔驰,威霆,2010,4,328000,67873,No,2015/5/24,,1200,192300,215000
君越 君越 3.0 手自一体 旗舰版,LSGGF59B2AH137298,CGB0730A0011,别克,君越,2010,3,322900,212508,No,2015/5/25,5460,3060,104940,120000
君越 君越 3.0 手自一体 旗舰版,LSGGF59B9AH234546,CGB0730A0011,别克,君越,2010,3,322900,85868,No,2015/6/20,4153,1500,115500,130000
君越 君越 3.0 手自一体 旗舰版,LSGGF59B9AH234546,CGB0730A0011,别克,君越,2010,3,322900,85916,No,2015/6/21,4153,1500,115500,130000
皇冠 皇冠 2.5 手自一体 Royal 真皮版,LFMBE85B770058472,CFT0925A0011,丰田,皇冠,2006,1,320000,160180,No,2015/6/15,10384,2620,63980,74000
君越 君越 3.0 手自一体 旗舰版,LSGGF59B0AH043663,CGB0730A0012,别克,君越,2009,7,319900,107412,No,2015/6/10,18370,3580,99920,115000
艾力绅 艾力绅 2.4 自动 VTi-S 尊贵版,LVHRR7894E5004032,CDH0424A0026,本田,艾力绅,2012,6,319800,3201,No,2015/2/7,,0,230400,256000
艾力绅 艾力绅 2.4 自动 VTi-S 尊贵版,LVHRR7871D5010593,CDH0424A0011,本田,艾力绅,2012,6,319800,62176,No,2015/6/8,,720,201780,225000
艾力绅 艾力绅 2.4 自动 VTi-S 尊贵版,LVHRR7870E5004673,CDH0424A0021,本田,艾力绅,2012,6,319800,620,No,2015/6/18,,320,224680,250000
X1 X1 sDrive18i 2.0 手自一体 豪华型,LBVVZ1102CMA00160,CBM0320A0002,宝马,X1,2012,3,319000,52510,No,2015/4/1,14790,940,192110,214500
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华导航版,LVGDA46A0BG131992,CGT0327A0017,丰田,汉兰达,2009,5,318800,131260,No,2015/2/1,1155,1680,173820,195000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华导航版,LVGDA46A4BG154322,CGT0327A0017,丰田,汉兰达,2009,5,318800,45164,No,2015/6/25,2940,1280,164320,184000
胜达 新胜达 2.0T 手自一体 TOP 四驱顶级型7座(改款),LBEDMBKD5EZ113170,CBH1120A0038,现代,胜达,2013,10,311800,13464,No,2015/3/14,,260,231040,257000
雅阁 第七代雅阁 3.0 自动 Vtec 豪华版,LHGCM668532002214,CGH0130A0003,本田,雅阁,2003,3,309800,283908,No,2015/2/1,600,800,25300,29000
胜达 新胜达 2.0T 手自一体 TOP 四驱顶级型7座,LBEDMBKD1CZ003150,CBH1120A0003,现代,胜达,2012,12,309800,5828,No,2015/2/26,34200,800,201700,225000
胜达 新胜达 2.0T 手自一体 TOP 四驱顶级型7座,LBEDMBKDXCZ002871,CBH1120A0003,现代,胜达,2012,12,309800,5911,No,2015/2/28,,0,205200,228000
A4 A4L 2.0TFSI 无级 35TFSI 标准型,LFV3A28K1E3033034,CFA0420C0077,奥迪,A4,2012,8,309800,14900,No,2015/5/23,,960,232140,259000
胜达 新胜达 2.0T 手自一体 TOP 四驱顶级型7座,LBEDMBKD1CZ003150,CBH1120A0003,现代,胜达,2012,12,309800,5951,No,2015/5/28,34200,800,197200,220000
A4 A4L 2.0TFSI 无级 132kw标准型,LFV3A28K9B3018115,CFA0420C0051,奥迪,A4,2011,8,309800,40935,No,2015/6/28,1950,1600,153200,172000
A4 A4L 2.0TFSI 无级 35TFSI 标准型,LFV3A28K1D3062662,CFA0420C0073,奥迪,A4,2012,8,309800,28850,No,2015/6/29,,1560,196440,220000
A4 A4L 2.0TFSI 无级 132kw标准型,LFV3A28K3B3022791,CFA0420C0051,奥迪,A4,2011,8,309800,63503,No,2015/7/4,,800,161200,180000
C级 C 180 K 1.6T 手自一体 经典型,LE4GF4FB6CL156165,CBZ0216A0005,奔驰,C级,2011,7,308000,60489,No,2015/1/30,28650,3080,151720,172000
C级 C 180 K 1.6T 手自一体 经典型,LE4GF4FBXCL156167,CBZ0216A0005,奔驰,C级,2011,7,308000,100000,No,2015/3/9,5800,1220,149980,168000
C级 C 180 K 1.6T 手自一体 经典型,LE4GF4FB3CL182321,CBZ0216A0005,奔驰,C级,2011,7,308000,30175,No,2015/6/29,43200,4420,150380,172000
3系 318i 2.0 手自一体 领先型,LBVPG58029SB86010,CBM0120A0022,宝马,3系,2009,2,306000,39032,No,2015/7/1,,2580,100020,114000
3系 318i 2.0 手自一体 领先型,LBVPG58059SB86129,CBM0120A0022,宝马,3系,2009,2,306000,91313,No,2015/7/4,,960,109740,123000
CC CC 2.0TSI 双离合 至尊型,LFV3A23C5E3400744,CFV0720D0033,大众,CC,2014,9,303800,36019,No,2015/5/30,,640,230660,257000
CC CC 2.0TSI 双离合 至尊型,LFV3A23C5E3400744,CFV0720D0033,大众,CC,2014,9,303800,36055,No,2015/5/31,,640,209510,233500
CC CC 2.0TSI 双离合 至尊版,LFV3A23C1B3829813,CFV0720D0006,大众,CC,2011,4,300800,108000,No,2015/3/21,,1040,163660,183000
CC CC 2.0TSI 双离合 至尊版,LFV3A23C1B3829813,CFV0720D0006,大众,CC,2011,4,300800,115611,No,2015/6/6,1300,1440,147060,165000
君威 君威GS 2.0T 手自一体 纵情运动版,LSGGA53F6EH028813,CGB0420A0048,别克,君威,2013,9,299900,3344,No,2015/2/26,,0,175500,195000
君越 君越 2.0T SIDI 手自一体 智享旗舰型,LSGGF59F7EH007591,CGB0720A0019,别克,君越,2013,6,299900,2840,No,2015/2/28,,0,202500,225000
君威 君威GS 2.0T 手自一体 纵情运动版,LSGGA53F2EH020272,CGB0420A0048,别克,君威,2013,9,299900,4801,No,2015/2/28,,300,175200,195000
君威 君威GS 2.0T 手自一体 纵情运动版,LSGGA53F6EH028813,CGB0420A0048,别克,君威,2013,9,299900,3408,No,2015/3/19,,0,172800,192000
君威 君威GS 2.0T 手自一体 纵情运动版,LSGGA53F3EH018661,CGB0420A0048,别克,君威,2013,9,299900,12367,No,2015/6/5,,640,172160,192000
君越 君越 2.0T SIDI 手自一体 智享旗舰型,LSGGF59FXEH176004,CGB0720A0019,别克,君越,2013,6,299900,1200,No,2015/7/3,,1240,203060,227000
CC CC 2.0TSI 双离合 至尊版,LFV3A23C0A3814220,CFV0720D0003,大众,CC,2010,7,299800,55930,No,2015/6/25,,5140,138860,160000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A3BG096915,CGT0327A0016,丰田,汉兰达,2009,5,298800,188923,No,2015/3/14,,720,152280,170000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A4AG093746,CGT0327A0010,丰田,汉兰达,2009,5,298800,75595,No,2015/3/31,,360,161640,180000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A6BG143385,CGT0327A0016,丰田,汉兰达,2009,5,298800,52634,No,2015/4/1,3750,700,166700,186000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A3AG042738,CGT0327A0010,丰田,汉兰达,2009,5,298800,144908,No,2015/4/3,2980,1000,147500,165000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A9AG038094,CGT0327A0010,丰田,汉兰达,2009,5,298800,181046,No,2015/4/10,1090,720,143280,160000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A49G002325,CGT0327A0004,丰田,汉兰达,2009,5,298800,124401,No,2015/5/18,1652,1520,134380,151000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDC46A3DG472381,CGT0327A0047,丰田,汉兰达,2012,6,298800,55868,No,2015/5/30,3970,1320,203880,228000
汉兰达 汉兰达 2.7 手自一体 两驱7座豪华版,LVGDA46A9AG032991,CGT0327A0010,丰田,汉兰达,2009,5,298800,208000,No,2015/7/4,1400,1040,142960,160000
A6 A6 1.8T 手动 简装版,LFV3A14B053012532,CFA0318M0016,奥迪,A6,2005,6,298000,244505,No,2015/3/30,4651,13980,20220,38000
A6 A6 1.8T 手动 简装版,LFV3A14B053012532,CFA0318M0016,奥迪,A6,2005,6,298000,245071,No,2015/4/12,1680,13980,20220,38000
雅阁 第六代雅阁 2.3 自动 VTi-E 豪华版,LHGCG566922021797,CGH0123A0006,本田,雅阁,2001,1,298000,382091,No,2015/6/10,5805,1620,9180,12000
胜达 新胜达 2.0T 手自一体 DLX 四驱尊贵型5座,LBEDMBKD7CZ006621,CBH1120A0002,现代,胜达,2012,12,296800,13337,No,2015/3/25,,400,176000,196000
3系 318i 2.0 手自一体 领先型,LBVPS3106BSD97147,CBM0120A0039,宝马,3系,2010,11,296000,101679,No,2015/3/2,23260,5000,136300,157000
3系 318i 2.0 手自一体 领先型,LBVPS3106BSD97813,CBM0120A0039,宝马,3系,2010,11,296000,96922,No,2015/5/27,2050,1200,147300,165000
3系 318i 2.0 手自一体 领先型,LBVPS3108BSD96887,CBM0120A0039,宝马,3系,2010,11,296000,61269,No,2015/6/26,,1040,139360,156000
途观 途观 2.0TSI 手自一体 四驱旗舰版,LSVUD65N2A2896950,CSV0720A0003,大众,途观,2010,3,294800,60000,No,2015/5/31,,3360,152340,173000
Q3 Q3 1.4TFSI 双离合 30TFSI 舒适型,LFV2B28U5E3035475,CFA0614D0002,奥迪,Q3,2014,4,289800,21058,No,2015/5/29,,780,215220,240000
帕萨特 帕萨特 1.8T 手动,LSVCD49F422123546,CSV0218M0005,大众,帕萨特,2001,2,288000,382130,No,2015/6/9,,4420,8180,14000
GL8 GL8 陆尊 3.0 自动 CT 7座舒适版,LSGUD82C07E037434,CGB0230A0075,别克,GL8,2006,5,288000,197860,No,2015/6/24,7800,5680,60020,73000
君越 君越 2.0T 手自一体 豪雅版,LSGGF53F2CH082821,CGB0720A0009,别克,君越,2012,2,287900,32927,No,2015/6/1,,1540,140660,158000
君越 君越 2.0T 手自一体 豪雅版,LSGGF53FXAH268376,CGB0720A0002,别克,君越,2010,4,287900,176049,No,2015/6/4,,2140,101360,115000
Q3 Q3 2.0TFSI 双离合 35TFSI 进取型,LFV3B28U8D3016664,CFA0620D0001,奥迪,Q3,2013,4,285000,40800,No,2015/6/13,,640,201860,225000
X1 X1 sDrive18i 2.0T 手自一体 时尚型,LBVUG710XFME28535,CBM0320A0036,宝马,X1,2014,6,285000,8709,No,2015/6/15,,1210,25790,30000
X1 X1 sDrive18i 2.0 手自一体 时尚型,LBVVZ1109DMA50393,CBM0320A0013,宝马,X1,2012,11,285000,24497,No,2015/6/26,,640,165860,185000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCJ6A42DN140118,CSV0220D0013,大众,帕萨特,2012,11,284800,14177,No,2015/3/15,,620,191080,213000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCJ6A42DN140118,CSV0220D0013,大众,帕萨特,2012,11,284800,14178,No,2015/3/19,,620,190180,212000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCJ6A42DN140118,CSV0220D0013,大众,帕萨特,2012,11,284800,14191,No,2015/4/30,,620,188380,210000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCE6A47CN059201,CSV0220D0004,大众,帕萨特,2011,4,284800,98981,No,2015/6/24,,5260,147740,170000
君威 君威GS 2.0T 手自一体 超级运动版,LSGGA53FXCH266385,CGB0420A0027,别克,君威,2012,2,283900,42585,No,2015/7/3,8825,1180,130220,146000
GL8 GL8 3.0 自动 CT 7座舒适版,LSGDC82C21S129558,CGB0230A0009,别克,GL8,2000,5,283000,242928,No,2015/4/11,,11420,13780,28000
奥德赛 奥德赛 2.4 自动 劲秀 领秀版,LHGRB3802B8016511,CGH0224A0055,本田,奥德赛,2011,8,282800,62106,No,2015/3/11,6550,800,150400,168000
奥德赛 奥德赛 2.4 自动 劲秀 领秀版,LHGRB3807B8011093,CGH0224A0055,本田,奥德赛,2011,8,282800,58964,No,2015/4/20,,320,132880,148000
奥德赛 奥德赛 2.4 自动 领秀版,LHGRB3809A8013409,CGH0224A0048,本田,奥德赛,2009,8,282800,219498,No,2015/6/9,400,1440,91260,103000
普锐斯 普锐斯 1.5 无级 织物座椅版,LFMCFB0EX63952107,CFT0815C0003,丰田,普锐斯,2006,1,282200,130000,No,2015/1/30,27320,4500,27000,35000
X1 X1 sDrive18i 2.0 手自一体 时尚型,LBVVZ1106CMA15602,CBM0320A0001,宝马,X1,2012,3,282000,27339,No,2015/6/30,10240,1360,157940,177000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCE6A49BN253937,CSV0220D0001,大众,帕萨特,2011,4,281800,148309,No,2015/3/20,,260,143740,160000
途观 途观 2.0TSI 手自一体 四驱菁英版,LSVUD65NXA2896095,CSV0720A0002,大众,途观,2010,3,281800,103972,No,2015/4/20,,2600,148600,168000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCE6A4XBN282461,CSV0220D0001,大众,帕萨特,2011,4,281800,58546,No,2015/4/21,,1200,145500,163000
帕萨特 帕萨特 2.0TSI 双离合 至尊版,LSVCE6A49BN229816,CSV0220D0001,大众,帕萨特,2011,4,281800,92118,No,2015/6/27,,960,145740,163000
迈腾 迈腾 2.0TSI 手自一体 豪华版,LFV3A23C683008344,CFV0620A0004,大众,迈腾,2008,4,279800,116403,No,2015/3/13,11350,1078,82622,93000
CC CC 2.0TSI 双离合 豪华版,LFV3A23C7B3806293,CFV0720D0005,大众,CC,2011,4,278800,163400,No,2015/5/5,,1080,142920,160000
汉兰达 汉兰达 2.7 手自一体 两驱5座运动版,LVGDA46A4AG051996,CGT0327A0009,丰田,汉兰达,2009,5,278800,186043,No,2015/5/15,7291,1040,129460,145000
大7 MPV 大7 MPV 2.0T 手自一体 旗舰版,LUXL91T05EB003180,CDY0320A0010,纳智捷,大7 MPV,2013,5,278000,2275,No,2015/7/5,,2080,159920,180000
CC CC 2.0TSI 双离合 豪华版,LFV3A23C8A3817625,CFV0720D0002,大众,CC,2010,7,277800,49069,No,2015/4/29,6131,1340,149860,168000
途观 途观 1.8TSI 手自一体 四驱豪华版,LSVXM65N3E2036669,CSV0718A0043,大众,途观,2013,6,276800,13000,No,2015/6/26,,4040,214210,242500
君越 君越 2.4 SIDI 手自一体 豪华版,LSGGF53W1CH151546,CGB0724A0073,别克,君越,2012,2,275900,42761,No,2015/6/2,8300,1260,136440,153000
翼虎 翼虎 2.0GTDi 手自一体 四驱尊贵型,LVSHJCAC4EE622608,CCF0520A0009,福特,翼虎,2013,1,275800,79,No,2015/2/27,,900,221400,247000
翼虎 翼虎 2.0GTDi 手自一体 四驱尊贵型,LVSHJCAC6DE452864,CCF0520A0006,福特,翼虎,2013,1,275800,5089,No,2015/3/2,,4,212396,236000
翼虎 翼虎 2.0GTDi 手自一体 四驱尊贵型,LVSHJCAC8DE216085,CCF0520A0006,福特,翼虎,2013,1,275800,58311,No,2015/6/22,,640,179360,200000
君越 君越 2.4 SIDI 手自一体 豪华版,LSGGF53W4BH178447,CGB0724A0057,别克,君越,2011,1,274900,120079,No,2015/5/29,18775,1720,113480,128000
君越 君越 2.4 手自一体 豪华版,LSGGF53X3BH032064,CGB0724A0054,别克,君越,2010,3,272900,89700,No,2015/4/7,,800,121330,135700
君越 君越 2.4 手自一体 豪华版,LSGGF53XXAH170814,CGB0724A0047,别克,君越,2010,3,272900,184241,No,2015/5/9,1730,1380,102120,115000
君越 君越 2.4 手自一体 豪华版,LSGGF53X5AH239179,CGB0724A0047,别克,君越,2010,3,272900,301257,No,2015/5/26,15515,4640,85360,100000
君越 君越 2.4 手自一体 豪华版,LSGGF53XXAH260996,CGB0724A0047,别克,君越,2010,3,272900,100622,No,2015/5/30,41250,1280,14920,18000
君越 君越 2.4 手自一体 豪华版,LSGGF53X3BH009142,CGB0724A0054,别克,君越,2010,3,272900,102522,No,2015/7/5,3770,3000,107700,123000
RAV4 RAV4 2.5 手自一体 四驱尊贵版,LFMJ34AF0D3002449,CFT1225A0003,丰田,RAV4,2013,8,272800,5309,No,2015/3/10,,0,198000,220000
途观 途观 1.8TSI 手自一体 四驱菁英版,LSVUH65N0C2085963,CSV0718A0020,大众,途观,2011,12,271800,80315,No,2015/6/17,2020,1000,174500,195000
大7 SUV 大7 SUV 2.2T 手自一体 四驱锋芒进化版旗舰型,LUXG91S13DB041985,CDY0122A0030,纳智捷,大7 SUV,2013,2,270000,46694,No,2015/3/4,4700,1340,148060,166000
昂科威 昂科威 2.0T 手自一体 28T 精英型,LSGXE84L1FD194594,CGB1120A0005,别克,昂科威,2014,10,269900,1864,No,2015/6/19,,8782,228818,264000
帕萨特 帕萨特 1.8 自动 GSi,LSVBCGD25YC002385,CSV0218A0001,大众,帕萨特,2000,6,269800,143258,No,2015/3/15,1066,880,9920,12000
帕萨特 帕萨特 1.8TSI 双离合 至尊版,LSVCD6A42CN042034,CSV0218D0006,大众,帕萨特,2011,4,269800,101608,No,2015/5/1,49457.32,700,143300,160000
蒙迪欧 蒙迪欧 2.5 手自一体 Ghia-Ltd 旗舰型,LVSHBFAD04F017047,CCF0225A0001,福特,蒙迪欧,2004,2,269800,108544,No,2015/5/8,9475,2940,10560,15000
奥德赛 奥德赛 2.4 自动 豪华版,LHGRB187882019829,CGH0224A0033,本田,奥德赛,2008,2,269800,148112,No,2015/5/20,1460,920,75580,85000
君越 君越 2.4 手自一体 精英版,LSGWS52X26S210905,CGB0724A0009,别克,君越,2006,2,269800,79552,No,2015/5/28,,2680,34220,41000
帕萨特 帕萨特 1.8TSI 双离合 至尊版,LSVCD6A41CN020381,CSV0218D0006,大众,帕萨特,2011,4,269800,110008,No,2015/6/13,4850,1640,133360,150000
君越 君越 2.4 手自一体 精英版,LSGWS52X77S087216,CGB0724A0013,别克,君越,2007,2,269800,119989,No,2015/6/25,46937,2780,40420,48000
奥德赛 奥德赛 2.4 自动 豪华版,LHGRB187582040010,CGH0224A0033,本田,奥德赛,2008,2,269800,241139,No,2015/7/4,17347,4460,47740,58000
君越 君越 2.4 手自一体 精英版,LSGWT52X47S109038,CGB0724A0013,别克,君越,2007,2,269800,201449,No,2015/7/6,6060,9270,49230,65000
奥德赛 奥德赛 2.3 手自一体 舒适版,LHGRA685522008437,CGH0223A0002,本田,奥德赛,2002,4,268000,290823,No,2015/2/1,,6080,18220,27000
奥德赛 奥德赛 2.3 手自一体 舒适版,LHGRA685222006824,CGH0223A0002,本田,奥德赛,2002,4,268000,285334,No,2015/3/31,,1160,18640,22000
奇骏 新势代奇骏 2.5 无级 XV-NAVI 四驱至尊版,LGBM4DE44ES001276,CDN1025C0056,日产,奇骏,2014,3,267800,14167,No,2015/6/13,,1200,189600,212000
奇骏 新势代奇骏 2.5 无级 XV-NAVI 四驱至尊版,LGBM4DE40ES001887,CDN1025C0056,日产,奇骏,2014,3,267800,4237,No,2015/6/23,3800,0,207000,230000
奇骏 新势代奇骏 2.5 无级 XV-NAVI 四驱至尊版,LGBM4DE46ES030634,CDN1025C0056,日产,奇骏,2014,3,267800,2300,No,2015/7/4,,640,197360,220000
迈腾 迈腾 2.0TSI 双离合 尊贵版,LFV3A23C2B3043728,CFV0620D0013,大众,迈腾,2011,7,266800,127569,No,2015/3/30,1490,640,150560,168000
途观 途观 1.8TSI 手自一体 四驱菁英版,LSVUC65N0A2882130,CSV0718A0006,大众,途观,2010,3,266800,24473,No,2015/5/31,,1180,145070,162500
迈腾 迈腾 2.0TSI 双离合 尊贵版,LFV3A23C5C3012264,CFV0620D0016,大众,迈腾,2011,7,266800,135033,No,2015/6/13,,1700,140500,158000
途观 途观 1.8TSI 手自一体 四驱菁英版,LSVUC65N0A2882130,CSV0718A0006,大众,途观,2010,3,266800,24611,No,2015/6/20,,1660,144140,162000
思铂睿 思铂睿 2.4 手自一体 尊贵导航型,LVHCU2663A5000953,CDH0324A0009,本田,思铂睿,2009,9,265800,117161,No,2015/2/7,11050,520,87680,98000
蒙迪欧 蒙迪欧 2.0T 手自一体 GTDi240 旗舰型,LVSHFFAC3DF574840,CCF0220A0035,福特,蒙迪欧,2013,8,265800,11443,No,2015/2/28,,160,190640,212000
CC CC 1.8TSI 双离合 豪华版,LFV3A23C9C3804742,CFV0718D0009,大众,CC,2012,6,265800,22222,No,2015/4/21,500,860,168340,188000
RAV4 RAV4 2.4 自动 豪华导航版,LFMJW30F190008787,CFT1224A0002,丰田,RAV4,2009,4,264300,219788,No,2015/7/1,18200,1940,91660,104000
CC CC 1.8TSI 双离合 豪华版,LFV3A23C5B3819687,CFV0718D0004,大众,CC,2011,4,263800,74839,No,2015/7/4,,1630,148670,167000
CR-V CR-V 2.4 自动 VTi-S 尊贵导航版,LVHRE4801A5004785,CDH0124A0030,本田,CR-V,2010,3,262800,120560,No,2015/2/7,25678,480,122820,137000
翼虎 翼虎 2.0GTDi 手自一体 四驱运动型,LVSHJCAC3DE476037,CCF0520A0005,福特,翼虎,2013,1,262800,4491,No,2015/2/8,,320,211180,235000
翼虎 翼虎 2.0GTDi 手自一体 四驱运动型,LVSHJCAC4EE622608,CCF0520A0008,福特,翼虎,2013,1,262800,80,No,2015/2/28,,900,215100,240000
CR-V CR-V 2.4 自动 VTi-S 尊贵导航版,LVHRE4801A5014653,CDH0124A0030,本田,CR-V,2010,3,262800,187204,No,2015/5/17,3860,1680,105420,119000
翼虎 翼虎 2.0GTDi 手自一体 四驱运动型,LVSHJCAC0EE592023,CCF0520A0008,福特,翼虎,2013,1,262800,24169,No,2015/6/25,,1020,190680,213000
翼虎 翼虎 2.0GTDi 手自一体 四驱运动型,LVSHJCAC4EE622608,CCF0520A0008,福特,翼虎,2013,1,262800,79,No,2015/7/4,,900,199800,223000
君越 君越 2.0T 手自一体 舒适版,LSGGF53F5BH244522,CGB0720A0005,别克,君越,2010,4,259900,79233,No,2015/6/13,4675,1740,121560,137000
雅阁 第七代雅阁 2.4 自动 Vtec 舒适版,LHGCM566X32030759,CGH0124A0001,本田,雅阁,2003,3,259800,280916,No,2015/1/31,18480,7220,22480,33000
锐志 锐志 2.5V 手自一体 尊锐版,LFMBEC4D3D0185866,CFT1025A0136,丰田,锐志,2013,9,259800,3731,No,2015/3/10,,320,197680,220000
雅阁 第七代雅阁 2.4 自动 Vtec 舒适版,LHGCM567042014287,CGH0124A0002,本田,雅阁,2003,3,259800,250289,No,2015/3/16,16648,1460,21040,25000
